index,날짜,번호,앨범번호,앨범이름,가수,노래제목,장르,좋아요,태그
33650729,20210706,33650729,10644247,Windy,전소연,삠삠 (BEAM BEAM),록/메탈,"11,227",#힙합 #스트레스 #운동 #국내힙합
33650731,20210706,33650731,10644247,Windy,전소연,Quit,R&B/Soul,"4,073",#청량한 #알앤비 #알앤비탑백 #케이팝
33650732,20210706,33650732,10644247,Windy,전소연,Psycho,R&B/Soul,"4,430",#큐브 #알앤비 #알앤비탑백 #작곡돌
33650733,20210706,33650733,10644247,Windy,전소연,"Is this bad b****** number? (Feat. 비비(BIBI), 이영지)",랩/힙합,"6,968",#힙합탑백 #국내힙합 #힙합
33651126,20210706,33651126,10644367,투게더 (Together),규현 (KYUHYUN),투게더 (Together),댄스,"5,733",#댄스탑백 #댄스 #신나는
33651132,20210706,33651132,10644373,넌 눈부셔,커피소년,넌 눈부셔,인디음악,467,#발라드 #인디탑백 #감성 #인디
33651583,20210706,33651583,10644523,BORDER : Hakanai,ENHYPEN,Given-Taken [Japanese Ver.],J-POP,811,#Jpop탑백
33651585,20210706,33651585,10644523,BORDER : Hakanai,ENHYPEN,Forget Me Not,J-POP,"1,086",#Jpop탑백
33652812,20210706,33652812,10644845,사랑의 콜센타 PART62,이찬원,서울여자,트로트,"2,305",#트로트 #임영웅 #성인음악탑백 #미스터트롯
33652933,20210706,33652933,10644898,CS Numbers,디셈버,그댄 내사람이죠,발라드,863,#장르핫트랙 #발라드 #발라드핫트랙 #발라드탑백
33655294,20210706,33655294,10645466,연애시발.(점) OST Part.3,서영은,Sunshiny Day,"록/메탈, 국내드라마",163,#ost탑백 #장르핫트랙 #ost핫트랙 #OST
33655518,20210706,33655518,10645554,9ucci (feat. DOGE),염따,9ucci (feat. DOGE),랩/힙합,"2,117",#힙합탑백 #국내힙합 #힙합
33655615,20210706,33655615,10645569,다시 사랑할 수 있을까,"이홍기 (FT아일랜드) , 백지영",다시 사랑할 수 있을까,발라드,"4,703",#새벽 #발라드 #발라드탑백
33655994,20210706,33655994,10645654,Weekend,태연 (TAEYEON),Weekend,댄스,"37,404",#스트레스 #카페 #운동 #잔잔한
33656418,20210706,33656418,10645739,다시 만난 누난 예뻐,매드몬스터 (MAD MONSTER),다시 만난 누난 예뻐,댄스,"3,160",#댄스 #밤 #감성 #댄스탑백
33658484,20210706,33658484,10646362,밤이 되니까,원슈타인,밤이 되니까,R&B/Soul,"7,166",#힙합 #트렌디 #케이팝 #국내힙합
33659401,20210706,33659401,10637644,프리즘,라비던스(RabidAnce),Intro - Go through a prism,클래식,810,#라비던스 #고영열 #RavidAnce #팬텀싱어3
33659402,20210706,33659402,10637644,프리즘,라비던스(RabidAnce),I can prove (Feat. 리처드 용재 오닐),클래식,"1,795",#라비던스 #고영열 #RavidAnce #팬텀싱어3
33659403,20210706,33659403,10637644,프리즘,라비던스(RabidAnce),상주 아리랑,클래식,832,#라비던스 #고영열 #RavidAnce #팬텀싱어3
33659404,20210706,33659404,10637644,프리즘,라비던스(RabidAnce),Ti Pathos,클래식,834,#라비던스 #고영열 #RavidAnce #팬텀싱어3
33659405,20210706,33659405,10637644,프리즘,라비던스(RabidAnce),Beautiful life,클래식,813,#라비던스 #고영열 #RavidAnce #팬텀싱어3
33659406,20210706,33659406,10637644,프리즘,라비던스(RabidAnce),몽금포 타령,클래식,761,#라비던스 #고영열 #RavidAnce #팬텀싱어3
33659407,20210706,33659407,10637644,프리즘,라비던스(RabidAnce),Never gonna give you up,클래식,792,#라비던스 #고영열 #RavidAnce #팬텀싱어3
105371196,20210706,105371196,5428446,It's on You (Acoustic),Cailee Rae,It's on You,월드뮤직,47,#팝 #감성
105874055,20210706,105874055,5484207,Alive (Feat. Tima Dee),Big Z,Alive (Feat. Tima Dee),월드뮤직,225,#기분전환 #트렌디 #드라이브
105939232,20210706,105939232,5501495,All Or Nothing (Feat. BAER),Beauz,All Or Nothing (Feat. BAER),월드뮤직,54,#기분전환 #드라이브
105971550,20210706,105971550,5510573,Treasure in My Soul (Feat. Evan Fogarty),"Momo , Evan Fogarty",Treasure in My Soul (Feat. Evan Fogarty),월드뮤직,37,#기분전환 #드라이브 #매장음악
106012827,20210706,106012827,5522156,Be Happy (Feat. OMZ),"Omz , Foulds",Be Happy (Feat. OMZ),월드뮤직,40,#저녁 #드라이브 #기분전환 #트렌디
106730193,20210706,106730193,5640611,Red,Taylor Swift,Red,포크/블루스/컨트리,"1,488",#해외포크핫트랙 #장르핫트랙 #포크탑백 #포크
106730195,20210706,106730195,5640611,Red,Taylor Swift,I Knew You Were Trouble.,포크/블루스/컨트리,"2,119",#Producer #포크탑백 #포크 #Pop
106730197,20210706,106730197,5640611,Red,Taylor Swift,22,포크/블루스/컨트리,"4,177",#하이틴 #팝 #감성 #팝송
106730199,20210706,106730199,5640611,Red,Taylor Swift,We Are Never Ever Getting Back Together,포크/블루스/컨트리,"3,714",#시원한 #하이틴 #청량 #팝
106734399,20210706,106734399,5641150,Scorpion,Drake,In My Feelings,랩/힙합,"13,570",#몽환 #드라이브 #야경 #잔잔한
33728,20210708,33728,3167,The Shadow Of Forgetfulness,김동률,기적 (Duet With 이소은),발라드,"14,959",#미디어 #드라마 #추억 #노래방
38114,20210708,38114,3139,Born Again,김돈규,다시 태어나도 (Duet With 에스더),발라드,"6,922",#발라드
38457,20210708,38457,2953,Myself,김건모,오늘처럼 이렇게,발라드,281,#듀엣 #사랑 #가요
38639,20210708,38639,3021,어느 누구를 사랑한다는 건 미친 짓이야,김현철,하물며 (featuring 윤사라),발라드,119,#발라드 #듀엣 #가요
50734,20210708,50734,3475,The Third Wave,015B,우리 이렇게 스쳐보내면,발라드,"1,910",#발라드 #명품
57341,20210708,57341,7237,처음 받은 느낌으로,한동준,내 안에 있는 그대,발라드,50,#듀엣 #가요
59078,20210708,59078,6772,이원진,이원진,시작되는 연인들을 위해,발라드,"12,739",#미디어 #드라마 #추억 #발라드
61780,20210708,61780,4327,다 큰 애들 이야기,여행스케치,운명,발라드,"6,640",#설렘 #발라드 #사랑
68999,20210708,68999,3758,동야동조,김현철,크리스마스 이브,발라드,439,#겨울 #가요 #듀엣 #크리스마스
76954,20210708,76954,4259,양파 2nd,양파,다시 우리 (Duet With 김조한),발라드,349,#가요 #회상 #추억 #듀엣
83500,20210708,83500,4266,A'ddio,양파,그대 아니었다면 (Duet. 이승환),발라드,982,#발라드
85268,20210708,85268,4457,사람과 나무 그리고 쉼,이문세,슬픈 사랑의 노래 (Duet With 이소라),발라드,"5,312",#회상 #추억 #발라드 #90년대
86866,20210708,86866,4830,Nostalgia,주영훈,"우리 사랑 이대로 (Duet With 이혜진) (영화 ""연풍연가"" 주제곡)",발라드,"6,974",#추억 #발라드 #명곡 #노래방
91049,20210708,91049,4795,저 깊고 푸른밤에/입맞춤,조갑경,내사랑 투유,발라드,"2,031",#가을 #추억 #발라드 #90년대
111572,20210708,111572,10126,그대안의 블루 OST,"이소라 , 김현철",그대안의 블루,국내영화,"12,827",#발라드 #가을 #명품
227046,20210708,227046,17232,Kind Of Blue,Miles Davis,Blue In Green,"재즈, Bop","1,254",#재즈 #감성
359317,20210708,359317,25556,Getz/Gilberto,Joao Gilberto,Para Machucar Meu Coracao,"재즈, 보사노바",226,#무드등 #커피숍 #카페 #재즈
359320,20210708,359320,25556,Getz/Gilberto,Stan Getz,So Danco Samba,"재즈, 보사노바",453,#커피 #재즈 #무드등
368167,20210708,368167,26192,Let's Get Lost,Chet Baker,Every Time We Say Goodbye,재즈,78,#이별 #슬픔 #올드재즈 #재즈
383901,20210708,383901,27336,노팅 힐 OST,Elvis Costello,She,국외영화,"26,110",#올드팝 #추억 #로맨틱 #팝
445413,20210708,445413,30724,영민,팀,사랑합니다...,발라드,"70,087",#2000년대 #추억 #싸이월드 #2000년
453949,20210708,453949,31095,Chet Baker Sings,Chet Baker,That Old Feeling,"재즈, 보컬재즈","1,051",#낭만적 #로맨틱 #카페 #재즈
453957,20210708,453957,31095,Chet Baker Sings,Chet Baker,I Get Along Without You Very Well,"재즈, 보컬재즈","1,303",#이별 #재즈곡 #새벽 #슬픔
486997,20210708,486997,32768,The Best Of Caetano Veloso & Maria Bethania,Caetano Veloso,Cucurrucucu Paloma,"월드뮤직, 브라질",186,#왕가위 #여름 #오바마 #몽환적인
486998,20210708,486998,32768,The Best Of Caetano Veloso & Maria Bethania,Caetano Veloso,Chega De Saudade,"월드뮤직, 브라질",25,#브라질 #온더바 #월드뮤직 #온고지SHIN
525095,20210708,525095,34673,A Foreign Sound,Caetano Veloso,So In Love,"월드뮤직, 브라질",491,#외로움 #밤 #영화 #영화OST
607532,20210708,607532,40149,Classic,조성모,깊은 밤을 날아서,발라드,"3,419",#가을 #발라드
612900,20210708,612900,43157,Time Out,Dave Brubeck,Kathy's Waltz,재즈,64,#재즈 #무드등 #잔잔한
646184,20210708,646184,45573,센스 센서빌리티 OST,Jane Eaglen,Weep You No More Sad Fountains,국외영화,56,#문학 #OST
646186,20210708,646186,45573,센스 센서빌리티 OST,Patrick Doyle,My Father's Favourite,국외영화,128,#LOVE #문학 #OST
649774,20210708,649774,45860,Piano Player,Bill Evans,Waltz For Debby,재즈,397,#무드등 #휴식 #잔잔한 #재즈
707306,20210708,707306,50232,The Definitive,Frankie Valli,Can't Take My Eyes Off You,POP,"14,521",#주다사 #추억 #팝 #zoodasa
742446,20210708,742446,301048,따뜻한 커피조차도,조규찬,난 그댈 보면서 (With 이소라),발라드,338,#듀엣 #발라드 #가요
742451,20210708,742451,301048,따뜻한 커피조차도,조규찬,그대 내게 (With 이소라),발라드,238,#가요 #듀엣 #휴식 #힐링
842539,20210708,842539,302562,하루 이틀 그리고...,박선주 (Pak Sun Zoo),소중한 너 (Duet With 조규찬),발라드,"1,901",#90년대 #추억 #가요
863331,20210708,863331,304267,The Quintessential Billie Holiday Vol.6 1938,Billie Holiday,The Very Thought Of You,"재즈, 보컬재즈",58,#Jazz #로파이 #재즈 #빈티지
893061,20210708,893061,305834,This Is Jazz #26,Teddy Wilson,I Must Have That Man,재즈,9,#무드등 #스윙재즈 #Jazz #재즈
1085324,20210708,1085324,312158,Stand By Me,Ben E. King,Stand By Me,R&B/Soul,"10,749",#추억 #팝 #감성 #팝송
1090292,20210708,1090292,312518,The World Of Nat King Cole - His Very Best,Nat King Cole,Autumn Leaves,"재즈, 보컬재즈","2,391",#휴식 #재즈 #겨울
1113257,20210708,1113257,314247,After Hours,Sarah Vaughan,In A Sentimental Mood,"재즈, 보컬재즈",49,#올드재즈 #재즈 #숙면
1118619,20210708,1118619,314613,In The Wee Small Hours,Frank Sinatra,In The Wee Small Hours Of The Morning,POP,399,#Jazz #새벽 #밤
1123798,20210708,1123798,315008,Embraceable You,Chet Baker,"Night We Called It A Day, The",재즈,324,#이별 #카페 #슬픔 #재즈
1191740,20210708,1191740,317924,Portrait of Sheila,Sheila Jordan,Am I Blue?,"재즈, 보컬재즈",6,#올드재즈 #재즈
1271771,20210708,1271771,321306,The Unforgettable Nat King Cole,Nat King Cole,Unforgettable - (With Natalie Cole),"재즈, 보컬재즈","2,323",#재즈 #빈티지
1315094,20210708,1315094,322420,Fires,Nerina Pallot,Sophia (remastered),록/메탈,990,#휴식 #뷔 #감성 #방탄소년단
1322987,20210708,1322987,322713,Remake Romantic 2,서영은,칵테일 사랑 (Feat. 김연우),발라드,"19,424",#설렘 #여름 #여름노래 #달달
1482047,20210708,1482047,330245,Half The Perfect World,Madeleine Peyroux,California Rain,"재즈, 보컬재즈",226,#무드등 #휴식 #잔잔한 #재즈
1568030,20210708,1568030,344378,Ella And Louis Again,Ella Fitzgerald & Louis Armstrong,Autumn In New York,"재즈, 보컬재즈",870,#스탠더드 #재즈 #보컬재즈
1572128,20210708,1572128,345018,Noites Do Norte,Caetano Veloso,Zumbi,"월드뮤직, 브라질",1,#브라질 #온더바 #월드뮤직 #온고지SHIN
1572130,20210708,1572130,345018,Noites Do Norte,Caetano Veloso,Michaelangelo Antonioni,"월드뮤직, 브라질",15,#브라질 #월드뮤직
1572137,20210708,1572137,345018,Noites Do Norte,Caetano Veloso,Zera A Reza,"월드뮤직, 브라질",3,#브라질 #온더바 #월드뮤직 #온고지SHIN
1605577,20210708,1605577,348371,Black Coffee With Peggy Lee,Peggy Lee,Black Coffee,"재즈, 보컬재즈",228,#무드등 #재즈 #비오는날
1624635,20210708,1624635,350115,The Bird And The Bee,The Bird And The Bee,Again & Again,일렉트로니카,"1,384",#사운드트랙 #넷플릭스 #잔잔한 #책
1653894,20210708,1653894,352667,뭉게구름,장나라,뭉게구름,발라드,416,#발라드 #댄스
1753118,20210708,1753118,359811,The Best Of The Nat King Cole Trio,Nat King Cole,'Tis Autumn,"재즈, 보컬재즈",249,#휴식 #카페 #힐링 #재즈
1762445,20210708,1762445,360701,비커밍 제인 OST,Adrian Johnstone,First Impressions,국외영화,122,#영화 #문학 #OST
1762549,20210708,1762549,360701,비커밍 제인 OST,Adrian Johnstone,A Game Of Cricket,국외영화,64,#문학 #OST
1762555,20210708,1762555,360701,비커밍 제인 OST,Adrian Johnstone,Rose Garden,국외영화,88,#OST #연주음악 #문학 #병원
1762560,20210708,1762560,360701,비커밍 제인 OST,Adrian Johnstone,An Adoring Heart,국외영화,22,#문학 #OST
1876473,20210708,1876473,382202,Seojiwon2. Tears,서지원,76-70=♡ (With 박선주),발라드,"3,857",#회상 #추억 #발라드 #90년대
1949651,20210708,1949651,403551,The Legendary Best of Peggy Lee,Peggy Lee,Baby Don't Be Mad At Me,"재즈, 보컬재즈",10,#재즈 #무드등
1949654,20210708,1949654,403551,The Legendary Best of Peggy Lee,Peggy Lee,Talking To Myself About You,"재즈, 보컬재즈",19,#재즈 #무드등
1949656,20210708,1949656,403551,The Legendary Best of Peggy Lee,Peggy Lee,All Dressed Up With A Broken Heart,"재즈, 보컬재즈",13,#재즈 #무드등
1949662,20210708,1949662,403551,The Legendary Best of Peggy Lee,Peggy Lee,Sugar,"재즈, 보컬재즈",20,#재즈 #무드등
2184581,20210708,2184581,575255,Piece,박정현,사랑보다 깊은상처 (Duet With 임재범),발라드,"16,693",#회상 #추억 #노래방
2335551,20210708,2335551,704551,환타스틱 프렌즈 (이승환 20주년 기념 앨범),클래지콰이,세상에 뿌려진 사랑만큼,발라드,"1,768",#리메이크 #드라이브 #운동
2735370,20210708,2735370,937552,Chet Baker Summertime,Chet Baker,Tenderly,재즈,146,#집 #오후 #독서 #책
3038752,20210708,3038752,1085501,Road For Hope '달리기',"엄지원 , SG 워너비",달리기,발라드,"1,446",#2010년대 #발라드 #여행 #산책
3331748,20210708,3331748,1223551,제인 에어 OST,Dario Marianelli,Wandering Jane,국외영화,114,#OST #서정성 #감성 #문학
3331757,20210708,3331757,1223551,제인 에어 OST,Dario Marianelli,Waiting For Mr. Rochester,국외영화,61,#문학 #OST
3331765,20210708,3331765,1223551,제인 에어 OST,Dario Marianelli,Awaken,국외영화,83,#OST #서정성 #감성 #문학
3443545,20210708,3443545,1308065,Multishow Ao Vivo Caetano E Maria Gadu (CD-2),"Maria Gadu , Caetano Veloso",Bela Flor (Live),"월드뮤직, 브라질",12,#브라질 #온더바 #월드뮤직 #온고지SHIN
3448388,20210708,3448388,1312365,Lupercalia,Patrick Wolf,The Days,"POP, 록/메탈",215,#비오는날 #감성 #영화 #영화OST
3554139,20210708,3554139,2014109,Duets II,"Amy Winehouse , Tony Bennett",Body And Soul,POP,564,#Jazz #재즈 #락
3565243,20210708,3565243,2017466,슈퍼스타K 3 Top11 Part 1,투개월,여우야,발라드,"22,223",#리메이크 #커버 #휴식 #힐링
3714223,20210708,3714223,2083587,Goodbye Kiss (Digital Audio Bundle),Kasabian,Goodbye Kiss,록/메탈,115,#청춘 #락 #하이틴
3792248,20210708,3792248,2121931,"Especial Ivete, Gil E Caetano","Caetano Veloso , Ivete Sangalo , Gilberto Gil",A Novidade (Live),"월드뮤직, 브라질",49,#온더바 #온고지SHIN #야경 #빈티지
3820220,20210708,3820220,2126082,Transa,Caetano Veloso,You Don't Know Me,"월드뮤직, 브라질",37,#브라질 #온더바 #월드뮤직 #온고지SHIN
3838977,20210708,3838977,2132408,Caetanear,Caetano Veloso,Beleza Pura,"월드뮤직, 브라질",1,#브라질 #온더바 #월드뮤직 #온고지SHIN
3838986,20210708,3838986,2132408,Caetanear,Caetano Veloso,Queixa,"월드뮤직, 브라질",1,#브라질 #월드뮤직
3854803,20210708,3854803,2137384,Certeza Da Beleza,Caetano Veloso,Milagre Do Povo,"월드뮤직, 브라질",4,#브라질 #온더바 #월드뮤직 #온고지SHIN
3904037,20210708,3904037,2149981,Anna Karenina (Original Music From The Motion Picture) (International Version),Dario Marianelli,Overture,국외영화,320,#영화 #문학 #OST
3904043,20210708,3904043,2149981,Anna Karenina (Original Music From The Motion Picture) (International Version),Dario Marianelli,Dance With Me,국외영화,268,#OST #서정성 #감성 #문학
3919229,20210708,3919229,2151967,The Real Dave Brubeck,Dave Brubeck,Kathy's Waltz,재즈,497,#카페 #재즈 #빈티지한
3946036,20210708,3946036,2164919,The Haunted Man,Bat For Lashes,Laura,록/메탈,806,#몽환 #새벽 #밤 #감성
3957658,20210708,3957658,2166545,Take Me Home (Standard Edition),One Direction,Summer Love,POP,"2,140",#여름밤 #팝 #감성 #청량함
4054554,20210708,4054554,2177766,Mala,Devendra Banhart,Daniel,포크,"2,199",#몽환 #밤 #잔잔한 #힐링
4059353,20210708,4059353,2178354,Les Misérables: The Motion Picture Soundtrack Deluxe (Deluxe Edition),Anne Hathaway,"I Dreamed A Dream (From ""Les Misérables"")",국외영화,"2,220",#이별 #OST #사랑 #문학
4059370,20210708,4059370,2178354,Les Misérables: The Motion Picture Soundtrack Deluxe (Deluxe Edition),Les Miserables Cast,One Day More,국외영화,"2,544",#영화 #OST
4059371,20210708,4059371,2178354,Les Misérables: The Motion Picture Soundtrack Deluxe (Deluxe Edition),"Eddie Redmayne , Students , Aaron Tveit , Les Miserables Cast",Do You Hear The People Sing?,국외영화,"16,666",#윤식당 #여행 #영화 #OST
4076051,20210708,4076051,2180379,The 3rd Album Part.2 'Love Blossom (러브블러썸)',케이윌,Love Blossom (러브블러썸),발라드,"122,665",#회상 #좋아요10만 #사랑 #봄
4174243,20210708,4174243,2192893,Surfers Paradise,Cody Simpson,Summertime Of Our Lives,POP,"4,362",#서정적 #휴식 #힐링 #여유
4217408,20210708,4217408,2198223,위대한 개츠비 OST,Craig Armstrong,That Night He Told Me Everything,국외영화,48,#문학 #OST
4359786,20210708,4359786,2221230,응답하라 1994 OST Part 7,"유연석 , 정우 , 손호준",너만을 느끼며,"댄스, 국내드라마","31,658",#발라드 #OST
4404447,20210708,4404447,2227328,Multishow Ao Vivo Caetano Veloso Abracaco,Caetano Veloso,A Bossa Nova E Foda (Multishow Ao Vivo),"월드뮤직, 브라질",10,#브라질 #온더바 #월드뮤직 #온고지SHIN
4511836,20210708,4511836,2241126,Fina Estampa,Caetano Veloso,Rumba Azul,"월드뮤직, 브라질",2,#브라질 #온더바 #월드뮤직 #온고지SHIN
4511837,20210708,4511837,2241126,Fina Estampa,Caetano Veloso,Pecado,"월드뮤직, 브라질",6,#브라질 #월드뮤직
4511843,20210708,4511843,2241126,Fina Estampa,Caetano Veloso,Un Vestido Y Un Amor,"월드뮤직, 브라질",129,#온더바 #온고지SHIN #OST
4511849,20210708,4511849,2241126,Fina Estampa,Caetano Veloso,La Golondrina,"월드뮤직, 브라질",6,#방울토마토 #브라질 #월드뮤직
4579468,20210708,4579468,2248659,봄 사랑 벚꽃 말고,"아이유 , HIGH4 (하이포)",봄 사랑 벚꽃 말고,발라드,"209,672",#드라이브 #기분전환 #휴식 #힐링
4609762,20210708,4609762,2251996,Meet The Vamps,The Vamps,Can We Dance (Radio Edit),POP,"3,121",#여름 #여름밤 #기분전환 #청량함
4646588,20210708,4646588,2256290,꽃갈피,아이유,꿍따리 샤바라 (Feat. 클론),발라드,"30,298",#기분전환 #바캉스 #여름
4663604,20210708,4663604,2258335,Caetano Veloso Naturalmente,Caetano Veloso,Luz Do Sol,월드뮤직,1,#브라질 #월드뮤직
4702050,20210708,4702050,2262496,Multishow Ao Vivo -  Ce,Caetano Veloso,Minhas Lagrimas (Live),POP,1,#브라질 #온더바 #월드뮤직 #온고지SHIN
4769547,20210708,4769547,2269610,Secrets,Jack And Eliza,Secrets,POP,121,#기타 #인디팝 #베이스 #로파이
4789622,20210708,4789622,2271860,Pinky,Pinky Winters,Little Girl Blue,"재즈, 보컬재즈",24,#재즈 #무드등
4794510,20210708,4794510,2272386,Fina Estampa Ao Vivo,Caetano Veloso,O Samba E O Tango (Live 1995),재즈,9,#브라질 #온더바 #월드뮤직 #온고지SHIN
4794513,20210708,4794513,2272386,Fina Estampa Ao Vivo,Caetano Veloso,Cucurrucucu Paloma (Live 1995),재즈,35,#브라질 #온더바 #월드뮤직 #온고지SHIN
5096496,20210708,5096496,149279,The Extraordinary,Nat King Cole,Unforgettable (1961 Version),재즈,11,#RnB #무드등 #감성 #재즈
5615787,20210708,5615787,2307421,Diamonds,Jack And Eliza,Diamonds,"POP, 록/메탈",104,#로파이 #인디팝
5660619,20210708,5660619,2313696,Goon,Tobias Jesso Jr.,How Could You Babe,록/메탈,"1,246",#로파이 #인디팝 #팝
5660620,20210708,5660620,2313696,Goon,Tobias Jesso Jr.,Without You,록/메탈,"3,311",#위로 #퇴근 #잔잔한 #힐링
5999820,20210708,5999820,223303,Muitos Carnavais,Caetano Veloso,Muitos Carnavais,월드뮤직,0,#브라질 #온더바 #월드뮤직 #온고지SHIN
5999832,20210708,5999832,223304,Caetano Veloso - Totalmente Demais,Caetano Veloso,"Vaca Profana (Live At Golden Room Copacabana Palace, Rio de Janeiro (RJ), Brazil/1986)",월드뮤직,3,#브라질 #온더바 #월드뮤직 #온고지SHIN
5999848,20210708,5999848,223305,Doces Barbaros 1,"Gal Costa , Caetano Veloso , Maria Bethania , Gilberto Gil",Os Mais Doces Bárbaros (Ao Vivo),월드뮤직,0,#브라질 #온더바 #월드뮤직 #온고지SHIN
5999855,20210708,5999855,223306,Eu Não Peço Desculpa,"Caetano Veloso , Jorge Mautner",Todo Errado,월드뮤직,4,#브라질 #온더바 #월드뮤직 #온고지SHIN
5999868,20210708,5999868,223306,Eu Não Peço Desculpa,"Caetano Veloso , Jorge Mautner",Hino Do Carnaval Brasileiro,월드뮤직,1,#브라질 #온더바 #월드뮤직 #온고지SHIN
5999869,20210708,5999869,223307,Estrangeiro,Caetano Veloso,O Estrangeiro,월드뮤직,0,#브라질 #온더바 #월드뮤직 #온고지SHIN
5999874,20210708,5999874,223307,Estrangeiro,Caetano Veloso,Este Amor (1989),월드뮤직,3,#브라질 #온더바 #월드뮤직 #온고지SHIN
6005115,20210708,6005115,223855,Basie's Beat,Count Basie,It's Only A Paper Moon,"재즈, 빅밴드/스윙",180,#재즈 #라라랜드 #무드등
7727206,20210708,7727206,2433542,"Teddy Wilson, Vol. 5",Teddy Wilson,Just A Mood,재즈,14,#집 #재즈 #무드등
7847870,20210708,7847870,2639273,The Red - The 1st Album,Red Velvet (레드벨벳),Cool World,댄스,"24,596",#걸그룹 #휴식 #힐링 #신나는
7848066,20210708,7848066,2639288,Pride and Prejudice - OST,Jean-Yves Thibaudet,"Marianelli: Dawn (From ""Pride & Prejudice"" Soundtrack)",국외영화,"2,990",#겨울 #추억 #비오는날 #휴식
7848068,20210708,7848068,2639288,Pride and Prejudice - OST,"Benjamin Wallfisch , English Chamber Orchestra","Marianelli: The Living Sculptures Of Pemberley (From ""Pride & Prejudice"" Soundtrack)",국외영화,249,#클래식 #문학 #OST
7848074,20210708,7848074,2639288,Pride and Prejudice - OST,Jean-Yves Thibaudet,"Marianelli: Liz On Top Of The World (From ""Pride & Prejudice"" Soundtrack)",국외영화,681,#OST #공부 #클래식 #문학
7848075,20210708,7848075,2639288,Pride and Prejudice - OST,Jean-Yves Thibaudet,"Marianelli: Leaving Netherfield (From ""Pride & Prejudice"" Soundtrack)",국외영화,242,#겨울 #OST #사랑 #문학
7848081,20210708,7848081,2639288,Pride and Prejudice - OST,"Benjamin Wallfisch , English Chamber Orchestra","Marianelli: Mrs Darcy (From ""Pride & Prejudice"" Soundtrack)",국외영화,498,#OST #서정성 #감성 #문학
7872334,20210708,7872334,2642941,Macbeth (Original Motion Picture Soundtrack),Jed Kurzel,"The Child, Pt.1 (From ""Macbeth"" Soundtrack)",국외영화,26,#문학 #OST
7872348,20210708,7872348,2642941,Macbeth (Original Motion Picture Soundtrack),Jed Kurzel,"Turn Hell Hound (From ""Macbeth"" Soundtrack)",국외영화,34,#문학 #OST
7887230,20210708,7887230,2645223,Dopamine,BØRNS,Past Lives,"POP, 록/메탈","1,166",#가을 #하이틴 #팝 #감성
7897314,20210708,7897314,2646423,Salad Days,Mac Demarco,Chamber Of Reflection,"POP, 록/메탈","3,221",#침대 #몽환 #밤 #흐린날
7960811,20210708,7960811,2654395,Bridge Carols,Laura Gibson & Ethan Rose,Old Waters,포크,20,#기분전환 #인디팝 #휴식 #로파이
7960812,20210708,7960812,2654395,Bridge Carols,Laura Gibson & Ethan Rose,Younger,포크,60,#기분전환 #인디팝 #로파이 #까페
8080523,20210708,8080523,2671139,Prime (Original Motion Picture Soundtrack),Rachael Yamagata,I Wish You Love,국외영화,"1,522",#비오는날 #감성 #달콤한 #재즈
8099657,20210708,8099657,2673492,New Misery,Cullen Omori,No Big Deal,록/메탈,123,#히든트랙_상반기결산_해외편 #기분전환 #인디팝 #로파이
8099663,20210708,8099663,2673492,New Misery,Cullen Omori,Sour Silk,록/메탈,48,#여행 #인디팝 #로파이 #산책
8111874,20210708,8111874,2675225,Bitter Pill (Deluxe Ver.),Gavin James,Nervous,POP,"23,983",#기분전환 #휴식 #감성 #Pop
8158031,20210708,8158031,2681333,PAGE TWO,TWICE (트와이스),CHEER UP,댄스,"222,770",#걸그룹 #회상 #좋아요10만 #기분전환
8176248,20210708,8176248,2684087,I Just Wanna Dance - The 1st Mini Album,티파니 (TIFFANY),What Do I Do,댄스,"6,606",#청량한 #편집샵 #시원한 #케이팝
8193035,20210708,8193035,2686548,Spotlight On… Bob Manning Great Gentlemen Of Song,Bob Manning,These Foolish Things,"재즈, 보컬재즈",51,#재즈 #무드등 #와인
8204712,20210708,8204712,2688064,12,빈지노 (Beenzino),젖고있어,랩/힙합,"31,997",#유니크한 #감성힙합 #잔잔 #노래추천
8222027,20210708,8222027,2690544,Dancing On My Own,Calum Scott,Dancing On My Own,POP,"8,409",#발라드 #피아노 #휴식 #감성
8271663,20210708,8271663,2698259,Merry Summer,"브라더수 , 김남주(에이핑크) , 정채연 , 이석훈 , LE (EXID) , 윤보미 , 강민희 , 우태운 , 양다일 , 챈슬러 , 서인영",우리의 밤은 당신의 낮보다 아름답다,발라드,"9,819",#설렘 #여름 #여름노래 #사랑
8275728,20210708,8275728,2698796,'PLAN A' FIRST EPISODE,"허각 , 정은지",바다,댄스,"39,949",#설렘 #여름 #여름노래 #달달
8278966,20210708,8278966,2699341,April In Paris: The Genius Of Charlie Parker #2,Charlie Parker,Just Friends,"재즈, Bop",56,#무드등 #휴식 #재즈 #보사노바
8279038,20210708,8279038,2699364,Starving,"Grey , Hailee Steinfeld",Starving (Feat. Zedd),POP,"14,790",#매장음악 #하이틴 #기분전환 #패피
9606433,20210708,9606433,2704902,Radiolove,Tanukichan,Enough,록/메탈,37,#드라이브 #기분전환 #인디팝 #로파이
9618752,20210708,9618752,2706933,Isn't It Strange?,Lauren Aquilina,Way Too Good,POP,241,#팝송을 #드라이브 #휴식 #감성
