index,날짜,번호,앨범번호,앨범이름,가수,가수번호,노래제목,장르,좋아요,태그
33310400,20210706,33310400,10569145,Breaking Dawn,더보이즈 (THE BOYZ),1816126,Breaking Dawn,J-POP,"13,291",#더보이즈 #전곡듣기 #Jpop탑백
33312021,20210706,33312021,10569495,Whirlwind,Sam Ryder,2551946,Whirlwind,포크/블루스/컨트리,181,#기분전환 #포크탑백 #감성 #포크
33313776,20210706,33313776,10569845,2 Phút Hơn (KAIZ Remix),Phao,2891613,2 Phút Hơn (KAIZ Remix),일렉트로니카,"2,793",#스피닝 #불금 #불토 #홈트
33315511,20210706,33315511,10570193,멜로디,ASH ISLAND,2112495,멜로디,랩/힙합,"93,136",#이별 #감성힙합 #취향저격 #그리움
33317121,20210706,33317121,10564643,팬텀싱어 올스타전 Episode.4,고은성,1239352,Reste,클래식,"2,717",#포르테디콰트로 #팬텀싱어올스타전 #치명 #섹시
33317915,20210706,33317915,10570663,내일은 미스트롯2 결승전 작곡가미션,양지은,2911714,그 강을 건너지마오,트로트,"7,508",#트로트 #성인음악탑백 #미스터트롯
33317916,20210706,33317916,10570663,내일은 미스트롯2 결승전 작곡가미션,홍지윤,2909038,오라,트로트,"3,681",#트로트 #성인음악탑백 #미스터트롯
33320360,20210706,33320360,10571198,FRIENDS,"원슈타인 , 릴보이 (lIlBOI)",1702472 623251,FRIENDS (Prod. Slom),랩/힙합,"33,174",#감성힙합 #취향저격 #트렌디 #국내힙합
33322389,20210706,33322389,10571583,사랑의 콜센타 PART44,임영웅,994944,후,트로트,"30,365",#트로트 #임영웅 #성인음악탑백 #미스터트롯
33323381,20210706,33323381,10571761,FLOWER 9,MC몽,11538,좋은 이별이 있을 리가 없잖아 (Feat. 조현아 Of 어반자카파),랩/힙합,"13,921",#이별 #힙합 #눈물 #힙합탑백
33326329,20210706,33326329,10572340,エスカパレード (Escaparade),Official髭男dism,839372,115万キロのフィルム (115만 킬로의 필름),J-POP,"1,557",#장르핫트랙 #제이팝핫트랙 #Jpop탑백
33326481,20210706,33326481,10572098,팬텀싱어 올스타전 Episode.6,"PITTA (강형호) , 배두훈 , 조형균 , 한태인",1908704 1908713 563611 735888,Love Runs Out,클래식,"2,116",#2021신곡 #클래식 #크로스오버 #신나는
33328774,20210706,33328774,10572900,Beautiful Mistakes,"Megan Thee Stallion , Maroon 5",1993305 107721,Beautiful Mistakes,POP,"28,698",#매장음악 #팝 #Pop #빌보드
33331004,20210706,33331004,10573486,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)","양요섭 , 정은지",644871 510565,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)",댄스,"94,838",#댄스 #기분전환 #댄스탑백 #사랑
33331122,20210706,33331122,10573495,뽀마이걸 보글보글,뽀로로,1703695,보글보글,어린이/태교,436,#키즈송 #최신 #동요 #멜론키즈
33332737,20210706,33332737,10573821,내일은 미스트롯2 결승전 인생곡 미션,양지은,2911714,붓,트로트,"3,713",#트로트 #성인음악탑백 #미스트롯2
33333761,20210706,33333761,10574034,Hold On,Justin Bieber,420621,Hold On,POP,"25,590",#혼자 #버스 #라운지 #한강
33333802,20210706,33333802,10574045,ISLAND,ASH ISLAND,2112495,Beautiful (Feat. Skinny Brown),랩/힙합,"34,412",#감성힙합 #취향저격 #트렌디 #국내힙합
33333803,20210706,33333803,10574045,ISLAND,ASH ISLAND,2112495,One More Night (Feat. lIlBOI),랩/힙합,"22,822",#트렌디 #국내힙합 #힙합
33333951,20210706,33333951,10574099,Leave The Door Open,"Anderson .Paak , Bruno Mars , Silk Sonic",495811 882497 2925217,Leave The Door Open,R&B/Soul,"53,430",#카페 #팝 #Pop #빌보드
33334097,20210706,33334097,10574133,Red Moon : Full Bloom (滿開),마크툽 (MAKTUB),566431,비로소 너에게 도착했다 (Full Bloom),"R&B/Soul, 인디음악","18,744",#차트역주행 #발라드 #1위못했지만 #새벽감성
33337651,20210706,33337651,10575005,별빛 같은 나의 사랑아,임영웅,994944,별빛 같은 나의 사랑아,트로트,"58,320",#트로트 #임영웅 #성인음악탑백
33338016,20210706,33338016,10575105,펜트하우스2 OST Part.1,임창정,1142,되풀이,"발라드, 국내드라마","30,308",#ost탑백 #발라드 #발라드탑백 #OST
33338061,20210706,33338061,10572098,팬텀싱어 올스타전 Episode.6,"김바울 , 김민석 , 박현수 , 최성훈",2866749 2868436 2867706 2867707,You,클래식,"1,977",#라비던스 #클래식 #RavidAnce #크로스오버
33339472,20210706,33339472,10575389,팬텀싱어 올스타전 Episode.7,라포엠 (LA POEM),2887391,Rolling In The Deep,클래식,"1,689",#라포엠 #팬텀싱어올스타전 #팬텀싱어 #팬텀싱어3
33340659,20210706,33340659,10575611,Kick Back – The 3rd Mini Album,WayV,2620698,秘境 (Kick Back),월드뮤직,"7,884",#엔시티 #nct #띵곡들 #cznnies
33340660,20210706,33340660,10575611,Kick Back – The 3rd Mini Album,WayV,2620698,Action Figure,월드뮤직,"5,145",#엔시티 #nct #띵곡들 #cznnies
33340661,20210706,33340661,10575611,Kick Back – The 3rd Mini Album,WayV,2620698,天空海 (Horizon),월드뮤직,"3,924",#nct #cznnies #엔시티
33340662,20210706,33340662,10575611,Kick Back – The 3rd Mini Album,WayV,2620698,梦尽 (All For Love),월드뮤직,"3,623",#엔시티 #nct #띵곡들 #cznnies
33340663,20210706,33340663,10575611,Kick Back – The 3rd Mini Album,WayV,2620698,Good Time,월드뮤직,"3,688",#nct #cznnies #WayV
33340664,20210706,33340664,10575611,Kick Back – The 3rd Mini Album,WayV,2620698,Kick Back (Korean Ver.),월드뮤직,"7,257",#nct #smp #아이돌 #cznnies
33341761,20210706,33341761,10575892,carpool,Zachary Knowles,2764641,carpool,POP,"16,578",#음색 #새벽감성 #팝송 #센치한
33346148,20210706,33346148,10576902,Follow You / Cutthroat,Imagine Dragons,635412,Follow You,록/메탈,"4,527",#차트 #그루브 #느낌있는 #팝송
33346446,20210706,33346446,10576966,R,로제 (ROSÉ),995171,On The Ground,록/메탈,"130,071",#회상 #좋아요10만 #믿듣선 #가사를읽다
33346447,20210706,33346447,10576966,R,로제 (ROSÉ),995171,Gone,포크/블루스,"83,701",#이별 #그리움 #감성 #까페
33347390,20210706,33347390,10577197,이렇게 좋아해 본 적이 없어요 (소녀의 세계 X CHEEZE(치즈)),CHEEZE (치즈),597191,이렇게 좋아해 본 적이 없어요,"발라드, 인디음악","46,931",#기분전환 #달달 #사랑 #봄
33347594,20210706,33347594,10577232,그 한마디 (바른연애 길잡이 X 이하이),이하이,646171,그 한마디 (바른연애 길잡이 X 이하이),발라드,"30,985",#이별 #기분전환 #감성 #봄
33352378,20210706,33352378,10578512,팬텀싱어 올스타전 Episode.8,미라클라스,2306440,벚꽃연가,클래식,"1,471",#클래식 #사실상_친구_같은_편안함 #크로스오버 #익숙한
33353320,20210706,33353320,10569145,Breaking Dawn,더보이즈 (THE BOYZ),1816126,Closer,J-POP,"6,262",#아이돌 #아이돌수록곡 #Jpop탑백
33353705,20210706,33353705,10578808,어떤X (What Type of X),제시 (Jessi),176393,어떤X (What Type of X),랩/힙합,"23,561",#힙합 #스트레스 #운동 #국내힙합
33353715,20210706,33353715,10578815,We play,Weeekly (위클리),2399776,After School,댄스,"33,378",#댄스 #아이돌 #청량 #숨은명곡
33354377,20210706,33354377,10579008,SugarCrash!,ElyOtto,2927155,SugarCrash!,랩/힙합,"7,628",#편집샵 #매장음악 #기몽초 #팝
33357702,20210706,33357702,10579707,혜봉스님 불경 36집,혜봉스님,2637644,금강경 (우리말),종교음악,7,
33359309,20210706,33359309,10580103,Justice,Justin Bieber,420621,Off My Face,POP,"54,334",#매장음악 #드라이브 #팝탑백 #팝
33359317,20210706,33359317,10580103,Justice,Justin Bieber,420621,Peaches (Feat. Daniel Caesar & Giveon),POP,"175,991",#감성 #팝송 #Pop #빌보드
33359725,20210706,33359725,10580227,사이렌 Remix,호미들,2754623,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",랩/힙합,"92,437",#트렌디 #국내힙합 #힙합
33364128,20210706,33364128,10581147,Teatro d'ira - Vol. I,Måneskin,2890704,ZITTI E BUONI,월드뮤직,111,#영국 #유튜브 #트렌디 #Pop
33364131,20210706,33364131,10581147,Teatro d'ira - Vol. I,Måneskin,2890704,I WANNA BE YOUR SLAVE,월드뮤직,249,#영국 #유튜브 #오피셜 #트렌디
33365341,20210706,33365341,10581421,Push & Pull,Georgia Webster,2905390,Push & Pull,포크/블루스/컨트리,410,#매장음악 #드라이브 #기분전환 #감성
33365599,20210706,33365599,10581472,팬텀싱어 올스타전 Episode.9,포레스텔라(Forestella),2111354,달팽이,클래식,"2,871",#팬텀싱어올스타전 #팬텀싱어 #자장가
33366440,20210706,33366440,10581682,MONTERO (Call Me By Your Name),Lil Nas X,2636085,MONTERO (Call Me By Your Name),랩/힙합,"12,970",#해외힙합 #빌보드 #Pop #2021년
33368480,20210706,33368480,10582157,Surfing,Scrubb,192170,Surfing (feat. Plastic Plastic),월드뮤직,137,#기분좋은 #팝
33372439,20210706,33372439,10466135,El Dorado,24KGoldn,2621623,Company (Feat. Future),랩/힙합,"2,595",#해외힙합 #힙합 #랩 #2021년
33372440,20210706,33372440,10466135,El Dorado,24KGoldn,2621623,Love Or Lust,랩/힙합,"10,393",#혼자 #버스 #감성 #팝송
33372781,20210706,33372781,10554246,IU 5th Album 'LILAC',아이유,261143,라일락,댄스,"202,834",#회상 #벚꽃 #좋아요10만 #봄
33372782,20210706,33372782,10554246,IU 5th Album 'LILAC',아이유,261143,Flu,댄스,"59,792",#kpop #댄스 #드라이브 #댄스탑백
33372783,20210706,33372783,10554246,IU 5th Album 'LILAC',아이유,261143,Coin,R&B/Soul,"95,978",#힙합 #스트레스 #운동 #국내힙합
33372784,20210706,33372784,10554246,IU 5th Album 'LILAC',아이유,261143,봄 안녕 봄,발라드,"68,095",#발라드 #기분전환 #감성 #봄
33372785,20210706,33372785,10554246,IU 5th Album 'LILAC',아이유,261143,돌림노래 (Feat. DEAN),R&B/Soul,"58,988",#감성힙합 #취향저격 #기분전환 #봄
33372786,20210706,33372786,10554246,IU 5th Album 'LILAC',아이유,261143,빈 컵 (Empty Cup),R&B/Soul,"43,002",#걸그룹 #댄스 #전곡듣기 #아이유
33372787,20210706,33372787,10554246,IU 5th Album 'LILAC',아이유,261143,아이와 나의 바다,발라드,"94,767",#차트역주행 #발라드 #1위못했지만 #발라드탑백
33372788,20210706,33372788,10554246,IU 5th Album 'LILAC',아이유,261143,어푸 (Ah puh),댄스,"85,538",#댄스 #스트레스 #운동 #댄스탑백
33372789,20210706,33372789,10554246,IU 5th Album 'LILAC',아이유,261143,에필로그,발라드,"63,179",#발라드탑백 #발라드 #감성 #노래가사
33374274,20210706,33374274,10583442,안아줘,오반 (OVAN),925515,안아줘 (Prod. VAN.C),인디음악,"15,319",#분위기 #밤 #인디탑백 #인디
33374720,20210706,33374720,10583538,You All Over Me (Taylor’s Version) (From The Vault),Taylor Swift,325867,You All Over Me (Taylor’s Version) (From The Vault) (Feat. Maren Morris),포크/블루스/컨트리,"2,042",#가을 #어쿠스틱 #감성 #봄노래
33374926,20210706,33374926,10583587,Let It Ring,Reiley,2928958,Let It Ring,POP,"20,927",#매력적인 #감성 #팝송 #남자보컬
33375721,20210706,33375721,10448814,Twenties (Deluxe),Bren Joy,2858792,Insecure (feat. Pink Sweat$),R&B/Soul,"4,744",#그루브 #카페 #커피 #트렌디
33375793,20210706,33375793,10583770,I'm,김세정,968261,Warning (Feat. lIlBOI),록/메탈,"24,959",#걸그룹 #kpop #댄스 #케이팝
33376591,20210706,33376591,10583936,Only Pieces of the Truth,Jordan Hart,2928261,Freedom,포크/블루스/컨트리,194,#매장음악 #드라이브 #기분전환 #감성
33379610,20210706,33379610,10584890,Bambi - The 3rd Mini Album,백현 (BAEKHYUN),672859,Bambi,R&B/Soul,"79,569",#감성힙합 #취향저격 #스트레스 #운동
33384963,20210706,33384963,10586076,Mickey Guyton,Mickey Guyton,819562,Black Like Me,포크/블루스/컨트리,113,#기분전환 #포크탑백 #감성 #포크
33385493,20210706,33385493,10586157,"BTS, THE BEST",방탄소년단,672375,Film out,J-POP,"34,369",#BTS #방탄소년단
33385727,20210706,33385727,10586205,Us2,"Yultron , 박재범",443420 735500,Us2,일렉트로니카,"5,090",#청량한 #시원한 #트렌디 #국내힙합
33386370,20210706,33386370,10586388,대화가 필요해,"주시크 (Joosiq) , 정효빈",2880487 2639564,대화가 필요해,포크/블루스,"3,480",#기분전환 #카페 #힐링 #인디
33388275,20210706,33388275,10586941,Be My Reason,황치열,205746,안녕이란 (Two Letters),발라드,"20,457",#센치 #발라드 #발라드탑백
33389527,20210706,33389527,10587236,Freedom.,"Beam , Justin Bieber",420621 2189900,Freedom,CCM,"2,254",#CCM #매장음악 #드라이브 #CCM탑백
33391980,20210706,33391980,10587828,Blush,Zom Marie,2398230,Blush,월드뮤직,38,#인디_음악 #기분좋은 #POP_가요 #팝
33392779,20210706,33392779,10588019,사랑의 콜센타 PART49,임영웅,994944,Q,트로트,"24,014",#트로트 #성인음악탑백 #성인가요
33393782,20210706,33393782,10588255,팬텀싱어 올스타전 Episode.10,라포엠 (LA POEM),2887391,잊지 말아요,클래식,"1,611",#라포엠 #팬텀싱어올스타전 #팬텀싱어 #팬텀싱어3
33393783,20210706,33393783,10588255,팬텀싱어 올스타전 Episode.10,라비던스(RabidAnce),2900307,He Lives In You,클래식,"1,168",#고영열 #팬텀싱어올스타전 #팬텀싱어 #팬텀싱어3
33397049,20210706,33397049,10589030,Spirit,Judah & The Lion,946979,Spirit,포크/블루스/컨트리,46,#기분전환 #포크탑백 #감성 #포크
33397561,20210706,33397561,10589127,STAYDOM,STAYC(스테이씨),2899290,ASAP,댄스,"107,745",#여름 #가요 #회상 #좋아요10만
33398094,20210706,33398094,10589218,Iko Iko (Feat. Small Jam),Justin Wellington,2066626,Iko Iko (Feat. Small Jam),월드뮤직,178,#여름 #글로벌트렌드 #틱톡 #트로피칼사운드
33398099,20210706,33398099,10589220,RAPSTAR,Polo G,2403527,RAPSTAR,랩/힙합,"1,994",#힙합 #힐링 #Pop #빌보드
33398835,20210706,33398835,10589330,Kiss Me More (Feat. SZA),Doja Cat,764646,Kiss Me More (Feat. SZA),POP,"29,087",#기분좋은 #팝 #Pop #빌보드
33399095,20210706,33399095,10589421,Otra Noche Sin Ti,"J. Balvin , Khalid",780042 1221995,Otra Noche Sin Ti,월드뮤직,712,#여름 #댄스 #노을 #하늘
33402762,20210706,33402762,10590133,Fearless (Taylor's Version),Taylor Swift,325867,Love Story (Taylor’s Version),포크/블루스/컨트리,"2,082",#첫소절부터 #포크탑백 #포크 #Pop
33403456,20210706,33403456,10590338,SUMMERIDE,박재범,443420,SUMMERIDE,R&B/Soul,"13,555",#감성 #트렌디 #국내힙합 #팝송
33405149,20210706,33405149,10590812,그냥 안아달란 말야,다비치,236815,그냥 안아달란 말야,발라드,"38,501",#이별 #발라드 #그리움 #발라드탑백
33405509,20210706,33405509,10590942,No Te Enamores (Alan Walker Remix),"Milly , Alan Walker , Jay Wheeler",2597832 943471 2932098,"No Te Enamores (Alan Walker Remix) (Feat. Farruko, Nio Garcia & Amenazzy)",월드뮤직,321,
33407599,20210706,33407599,10591392,Country Again (Side A),Thomas Rhett,869731,Want It Again,포크/블루스/컨트리,53,#기분전환 #포크탑백 #감성 #포크
33408397,20210706,33408397,10591563,DASODA,이윤아,927021,다소다,국악,93,#국악 #이별 #국악탑백
33411358,20210706,33411358,10592111,따라따라와,김희재,2763943,따라따라와 (Prod. by 영탁),트로트,"10,035",#트로트 #헬스장 #성인음악탑백 #운동
33411429,20210706,33411429,10592121,Not Alone,세븐틴,861436,Not Alone,J-POP,"21,911",#틱톡 #EDM #Jpop탑백
33411753,20210706,33411753,10592195,어노인팅 예배캠프 2021 Chapter 2,어노인팅,107632,참 아름다워라,CCM,385,#CCM #어노인팅 #CCM탑백
33411796,20210706,33411796,10592205,어노인팅 예배캠프 2021 Chapter 3,어노인팅,107632,어떤 말로도,CCM,264,#CCM #CCM탑백 #ccm모음 #익숙한
33411804,20210706,33411804,10592206,어노인팅 예배캠프 2021 Chapter 4,어노인팅,107632,푯대를 향하여,CCM,583,#CCM #CCM탑백 #ccm모음 #익숙한
33411852,20210706,33411852,10592215,팬텀싱어 올스타전 Episode.11,포레스텔라(Forestella),2111354,Inner Universe,클래식,"2,374",#팬텀싱어올스타전 #드라이브 #인기곡들 #팬텀싱어
33413581,20210706,33413581,10592595,You,"Regard , Troye Sivan , Tate McRae",1054368 2631146 780919,You,일렉트로니카,"10,810",#여행 #주말 #팝
33414589,20210706,33414589,10592918,Finally Clear,Raechel Whitchurch,2882120,I Found Home,포크/블루스/컨트리,23,#기분전환 #포크탑백 #감성 #포크
33418183,20210706,33418183,10593866,Pareja Del Año,"Myke Towers , Sebastian Yatra",2246065 927258,Pareja Del Año,월드뮤직,65,#유튜브 #라틴 #트렌디 #Pop
33418736,20210706,33418736,10592215,팬텀싱어 올스타전 Episode.11,미라클라스,2306440,I’ll See You Again,클래식,"1,017",#포레스텔라 #팬텀
33421161,20210706,33421161,10594434,마커스워십 ON Vol.7,마커스워십 (MARKERS WORSHIP),1221228,선한 능력으로 (Von guten Mächten) (인도 : 소진영),CCM,768,#CCM #CCM탑백 #ccm모음 #익숙한
33421786,20210706,33421786,10594631,The Forestella,포레스텔라(Forestella),2111354,Thriller,클래식,"5,409",#클래식 #헬스 #기분전환 #운동
33421787,20210706,33421787,10594631,The Forestella,포레스텔라(Forestella),2111354,We Are The Champions,클래식,"2,907",#포레스텔라 #더포레스텔라 #팬텀싱어
33422115,20210706,33422115,10594751,Baby Powder,Jenevieve,2887695,Baby Powder,R&B/Soul,"3,554",#매장음악 #드라이브 #트렌디 #Pop
33422388,20210706,33422388,10594808,The Book of Us : Negentropy - Chaos swallowed up in love,DAY6 (데이식스),894864,You make Me,록/메탈,"32,079",#댄스 #헬스장 #운동 #신나는
33423500,20210706,33423500,10595054,사랑의 콜센타 PART51,임영웅,994944,바보같지만,트로트,"21,515",#트로트 #임영웅 #성인음악탑백 #미스터트롯
33430095,20210706,33430095,10596629,기다릴게,"봉구 , 하동균",43806 500423,기다릴게,발라드,"21,563",#이별 #발라드 #그리움 #발라드탑백
33430193,20210706,33430193,10596647,Ram Pam Pam,"Natti Natasha , Becky G",696641 979372,Ram Pam Pam,월드뮤직,145,#댄스팝 #유튜브 #이태원 #트렌디
33431255,20210706,33431255,10596960,In Media Res：From Pandemic To Restoration,WELOVE,1813896,제가 걷고 있는 계절은,CCM,"1,211",#CCM #CCM탑백 #ccm모음 #익숙한
33431256,20210706,33431256,10596960,In Media Res：From Pandemic To Restoration,WELOVE,1813896,나는 끌려갑니다,CCM,822,#CCM #CCM탑백 #ccm모음 #익숙한
33431257,20210706,33431257,10596960,In Media Res：From Pandemic To Restoration,WELOVE,1813896,아버지 집을 향해,CCM,980,#CCM #CCM탑백 #ccm모음 #익숙한
33431259,20210706,33431259,10596960,In Media Res：From Pandemic To Restoration,WELOVE,1813896,이 땅 회복하길,CCM,948,#CCM #CCM탑백 #ccm모음 #익숙한
33431320,20210706,33431320,10596978,Best Friend (feat. Doja Cat) [Remix],"Saweetie , ちゃんみな (CHANMINA) , JAMIE (제이미)",2085008 1702196 646172,Best Friend (feat. Doja Cat) [Remix],랩/힙합,"2,979",#외국힙합 #HipHop #힙합
33432117,20210706,33432117,10597239,Cứ Chill Thôi (DJ TuSo & LEA Remix),"Rhymastic , Suni Ha Linh",2070381 2070105,Cứ Chill Thôi (DJ TuSo & LEA Remix),월드뮤직,75,
33432956,20210706,33432956,10597447,Botella Tras Botella,"Christian Nodal , GeraMX",2290453 1383745,Botella Tras Botella,월드뮤직,34,#유튜브 #상반기 #트렌디 #빌보드
33433769,20210706,33433769,10597662,Save Your Tears (Remix),"The Weeknd , Ariana Grande",710093 597451,Save Your Tears (Remix),R&B/Soul,"15,016",#주말 #팝 #Pop #빌보드
33439096,20210706,33439096,10598763,너의 발걸음에 빛을 비춰줄게 (Prod. 조영수),케이시 (Kassy),858125,너의 발걸음에 빛을 비춰줄게 (Prod. 조영수),발라드,"27,131",#이별 #추억 #발라드 #발라드탑백
33443106,20210706,33443106,10599731,Happy Face,Jagwar Twin,2644300,Happy Face,록/메탈,"2,171",#얼터너티브 #Rock #록 #록탑백
33444738,20210706,33444738,10600107,365&7,pH-1,943511,365&7 (Feat. JAMIE),랩/힙합,"23,368",#감성힙합 #취향저격 #트렌디 #국내힙합
33445158,20210706,33445158,10600231,Rocky Trail,Kings Of Convenience,108936,Rocky Trail,포크/블루스/컨트리,"2,034",#mbti #카페 #isfp #커피
33447280,20210706,33447280,10600760,GUESS WHO,ITZY (있지),2622030,마.피.아. In the morning,랩/힙합,"55,109",#스트레스 #운동 #다이어트
33447591,20210706,33447591,10600865,KHALED KHALED,DJ Khaled,264066,"I DID IT (Feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",랩/힙합,"4,226",#해외힙합 #라이징 #팝 #2021년
33447592,20210706,33447592,10600865,KHALED KHALED,DJ Khaled,264066,LET IT GO (Feat. Justin Bieber & 21 Savage),랩/힙합,"7,501",#해외힙합 #편집샵 #매장음악 #2021년
33450426,20210706,33450426,10601599,The Blowing,하이라이트 (Highlight),1624993,불어온다,댄스,"38,335",#댄스 #아이돌 #청량 #숨은명곡
33452008,20210706,33452008,10601934,사랑의 콜센타 PART53,임영웅,994944,내 마음 별과 같이,트로트,"18,346",#트로트 #성인음악탑백 #성인가요
33452520,20210706,33452520,10602035,"もう少しだけ (조금만 더, Mousukoshidake)",YOASOBI,2871809,"もう少しだけ (조금만 더, Mousukoshidake)",J-POP,"1,597",#태현 #투모로우바이투게더 #JPOP #애니
33453317,20210706,33453317,10602280,헤어지는거죠,펀치 (Punch),749640,헤어지는거죠,R&B/Soul,"8,357",#차트역주행 #1위못했지만 #감성 #까페
33453561,20210706,33453561,10602336,More ISLAND,ASH ISLAND,2112495,신경꺼,랩/힙합,"17,495",#트렌디 #국내힙합 #힙합
33453665,20210706,33453665,10602358,내 마음속 최고,정동원,2749421,내 마음속 최고,트로트,"7,895",#트로트 #성인음악탑백 #미스터트롯
33454218,20210706,33454218,10602483,Forever + 1,Chase Martin,2895410,Forever + 1,포크/블루스/컨트리,388,#기분전환 #포크탑백 #감성 #포크
33455399,20210706,33455399,10602599,Cry Baby,Official髭男dism,839372,Cry Baby * 애니메이션 [도쿄 리벤저스] 오프닝 테마,J-POP,"1,000",#장르핫트랙 #JPOP #제이팝핫트랙 #애니
33456218,20210706,33456218,10602760,맛 (Hot Sauce) - The 1st Album,NCT DREAM,1066419,맛 (Hot Sauce),랩/힙합,"108,076",#회상 #좋아요10만 #스트레스 #운동
33456219,20210706,33456219,10602760,맛 (Hot Sauce) - The 1st Album,NCT DREAM,1066419,Diggity,댄스,"64,357",#댄스 #헬스장 #운동 #댄스탑백
33456220,20210706,33456220,10602760,맛 (Hot Sauce) - The 1st Album,NCT DREAM,1066419,고래 (Dive Into You),댄스,"82,686",#댄스탑백 #여름 #댄스
33456222,20210706,33456222,10602760,맛 (Hot Sauce) - The 1st Album,NCT DREAM,1066419,우리의 계절 (My Youth),R&B/Soul,"66,680",#댄스 #nct #nct127 #기분전환
33456223,20210706,33456223,10602760,맛 (Hot Sauce) - The 1st Album,NCT DREAM,1066419,Rocket,댄스,"55,334",#댄스 #헬스장 #운동 #댄스탑백
33456224,20210706,33456224,10602760,맛 (Hot Sauce) - The 1st Album,NCT DREAM,1066419,"Countdown (3, 2, 1)",랩/힙합,"54,031",#힙합 #nct #nct127 #힙합탑백
33456225,20210706,33456225,10602760,맛 (Hot Sauce) - The 1st Album,NCT DREAM,1066419,ANL,댄스,"58,338",#댄스 #헬스장 #운동 #댄스탑백
33456226,20210706,33456226,10602760,맛 (Hot Sauce) - The 1st Album,NCT DREAM,1066419,주인공 (Irreplaceable),댄스,"64,385",#댄스 #헬스장 #운동 #댄스탑백
33456228,20210706,33456228,10602760,맛 (Hot Sauce) - The 1st Album,NCT DREAM,1066419,Rainbow (책갈피),R&B/Soul,"60,086",#nct #nct127
33460901,20210706,33460901,10603672,Higher Power,Coldplay,100260,Higher Power,록/메탈,"4,868",#영국 #오피셜 #외출 #신나는
33462462,20210706,33462462,10604113,#0055b7,숀 (SHAUN),510242,Blue (Feat. 원슈타인),인디음악,"5,133",#힙합 #감성힙합 #취향저격 #국내힙합
33462463,20210706,33462463,10604113,#0055b7,숀 (SHAUN),510242,닫힌엔딩 (Closed Ending),인디음악,"24,097",#kpop #인디탑백 #케이팝 #인디
33463374,20210706,33463374,10604371,SECRETS,JVKE,2899569,SECRETS,포크/블루스/컨트리,338,#음색깡패 #고막남친 #음색
33464146,20210706,33464146,10501325,Better Mistakes,Bebe Rexha,627452,Break My Heart Myself (feat. Travis Barker),POP,"6,996",#편집샵 #힙한 #외출 #신나는
33464805,20210706,33464805,10604729,Dear OHMYGIRL,오마이걸 (OH MY GIRL),857994,Dun Dun Dance,댄스,"125,112",#걸그룹 #컴눈명 #문명특급 #기분전환
33464977,20210706,33464977,10604768,뽕숭아학당 PART22,임영웅,994944,잊어야 한다는 마음으로,트로트,"21,948",#트로트 #성인음악탑백 #성인가요
33467694,20210706,33467694,10605319,Kura Kura,TWICE (트와이스),905701,Kura Kura,J-POP,"2,640",#기분전환 #휴식 #Jpop탑백
33469725,20210706,33469725,10605708,Loving You Girl (Feat. Hkeem),Peder Elias,2295598,Loving You Girl (Feat. Hkeem),POP,"19,400",#감성 #트렌디 #Pop #팝송
33469834,20210706,33469834,10605741,Believers,"Alan Walker , Conor Maynard",647671 943471,Believers,일렉트로니카,"7,114",#혼자 #버스 #라운지 #한강
33473051,20210706,33473051,10606246,Frankenstein,Claire Rosinkranz,2886494,Frankenstein,POP,"6,338",#팝탑백 #팝 #트렌디 #Pop
33475860,20210706,33475860,10606778,Jalebi Baby,Tesher,2937541,Jalebi Baby,월드뮤직,74,#글로벌트렌드 #틱톡 #유튜브 #트렌디
33476728,20210706,33476728,10606892,5.2 (Feat. 이수현),10CM,468244,서울의 잠 못 이루는 밤 (Feat. 이수현),"발라드, 인디음악","32,655",#비 #비오는날 #감성 #팝송
33478321,20210706,33478321,10607270,EP1 GENIUS,D.Ark (디아크),2299742,GENIUS (Feat. 창모),랩/힙합,"17,496",#트렌디 #케이팝 #국내힙합
33480898,20210706,33480898,10607796,신호등,이무진,2138620,신호등,록/메탈,"89,086",#발라드 #초여름 #청량 #감성
33481466,20210706,33481466,10607869,Straightenin,Migos,774679,Straightenin,랩/힙합,"1,643",#해외힙합 #힙합 #랩 #2021년
33481717,20210706,33481717,10607897,사는 맛,양지은,2911714,사는 맛 (Prod. 조영수),트로트,"5,074",#트로트 #성인음악탑백 #뽕짝
33481746,20210706,33481746,10607909,good 4 u,Olivia Rodrigo,1203583,good 4 u,POP,"11,423",#트렌디 #Pop #빌보드
33482432,20210706,33482432,10608040,어느 날 우리 집 현관으로 멸망이 들어왔다 OST Part.1,에일리(AILEE),629831,Breaking Down,OST,"10,663",#ost탑백 #발라드 #감성 #OST
33486215,20210706,33486215,10608957,Build a Bitch,Bella Poarch,2938165,Build a Bitch,POP,"13,173",#감성 #영국 #오피셜 #팝송
33487342,20210706,33487342,10609232,Next Level,aespa,2899555,Next Level,댄스,"155,068",#회상 #좋아요10만 #스트레스 #운동
33487708,20210706,33487708,10609342,9 WAY TICKET,프로미스나인,2019210,WE GO,댄스,"31,257",#여름 #댄스 #가요
33490386,20210706,33490386,10609708,사랑의 콜센타 PART55,임영웅,994944,당신,트로트,"20,498",#트로트 #성인음악탑백 #성인가요
